,AU
1042,Senol  Fatma Sezer
1043,Demirozer  Ozan
1044,Yilmaz  Rernzi
1045,Boerekci  Buenyamin
1046,Sunar  Murat C.
1047,Demiryurek  Bekir Enes
1048,Zhao  Xin
1049,Arik  Ali Cezmi
1050,Acar  Bahadir
1051,Bayramoglu  Atif
1052,Azboy  Ibrahim
1053,Mikhed  Yuliya
1054,Akata  Fikret
1055,Ataman  Sena
1056,Eroglu  Orkun
1057,Dogan  Deniz Soyel
1058,Cikman  Oztekin
1059,Yenin  Julide Zehra
1060,Ketenci  Bulend
1061,Aksakal  Enbiya
1062,Adas  Yasemin Guzle
1063,Bekdemir  Yunus
1064,Turgut  Kenan
1065,Kokkulunk  Gorkem
1066,Sarkaya  Hatice Erten
1067,Tasdemir  Haydar Ali
1068,Karaca  Ragip O.
1069,Turkes  Cuneyt
1070,Cobanoglu  Bengu
1071,Karadayi  Husna
1072,Bozdemir  Esin
1073,Sarac  Cem
1074,Tunay  Zeki
1075,Sasic  Slavica Simic
1076,Gur  Aycan
1077,Ekmekci  Sumeyye
1078,Karakas  Hakki Muammer
1079,Altintas  Nejat
1080,Usta  Ertugrul
1081,Ibrahimoglu  Muhammet
1082,Kitis  Omer
1083,Tuna  Aysen Akbas
1084,Omanovic  Sasha
1085,Ozer  Fusun D.
1086,Simsek  Mine
1087,Topal  Serdar
1088,Erdogan  Ayten
1089,Subasi  Serkan
1090,St.-Pierre  David H.
1091,Ozturk  Turkan
1092,Gurer  Mehmet Ali
1093,Waldo  Albert L.
1094,Kaplan  Sadi
1095,Ozcan  Mete
1096,Karincaoglu  Melih
1097,Veith  Michael
1098,Harput  Ummuhan Sebnem
1099,Altun  Buelent
1100,Balci  Metin
1101,Bas  Hasan Aydin
1102,Buyukokuroglu  Mehmet Emin
1103,Gul  Ali Irfan
1104,Keklik  Muzaffer
1105,Yilmaz-Tuzun  Ozgul
1106,Sarigul  Murat
1107,Yilmaz  Onur
1108,Selcuk  Gamze S.
1109,TUL
1110,Sezgin  Murat
1111,Inanc  Ibrahim Halil
1112,Elbirlik  Sule
1113,Muslu  Harun
1114,Onoglu  Rasit
1115,Sivrikoz  Oya Nermin
1116,Buken  Bora
1117,Ozdemir  Ozgur
1118,Eryilmaz  Salih
1119,Pratt  W. P.  Jr.
1120,Kahveci  Hasan
1121,Demir  Ramazan
1122,Karaca  Halit
1123,Doganay  Beyza
1124,Prakobya  A.
1125,Taskoylu  Ozgur
1126,Gokce  Ismail Kursad
1127,Dorak  Zeynep
1128,Wehrend  Axel
1129,Koparir  Asuman
1130,Kalender  Mehmet
1131,Ataoglu  Hanife
1132,Yargicoglu  Piraye
1133,Albayrak  Sebahattin
1134,Tunc  Murat
1135,Demirci  Umut
1136,Gul  Ozen Oz
1137,Bakal  Unal
1138,Demirbas  Ahmet
1139,Gungor  Omer Faruk
1140,Karabulut  Abdulhalik
1141,Ozkan  Huseyin
1142,Gok  Ayse Ayfer
1143,Sayin  Utku
1144,Demirtas  Selim
1145,Mondal  Utpal
1146,Kirma  Cevat
1147,Altuntas  Bayram
1148,Asar  Yasin
1149,Saritas  Tuba Berra
1150,Mills  Philippa
1151,Davidson-Hunt  Iain
1152,Hekimoglu  Askin
1153,Tanis  Cemal Melih
1154,Ayik  Sibel O.
1155,Harmancioglu  Oemer
1156,Kurt  Semiha Gulsum
1157,Canakci  Hurneyra
1158,Aktas  Zerrin
1159,Altin  Firat
1160,Ebeoglu  M. Ali
1161,Barkan  Nezahat Pinar
1162,Kilic  Mustafa
1163,Hicyilmaz  Basak Demirtas
1164,Adiyaman  Pelin
1165,Mohamed  Tarig Awad
1166,Sari  Mustafa
1167,Oezdemir  Oener
1168,Unal  Halil Ibrahim
1169,Ozsari  Gokhan
1170,Ismailoglu  Ozgur
1171,Onan  Aytug
1172,Ozpolat  Ayse Gul Yilmaz
1173,Kaya  Hasan
1174,Kanit  Recep
1175,Koc  Bunyamin
1176,Uncuoglu  Erdal
1177,Altun  Ozguc
1178,Kuru  Deniz S.
1179,Er  Aylin
1180,Topcu  Cihan
1181,Bingolballi  Aslihan Gurcan
1182,Kehraus  Stefan
1183,Ulker  Aysel
1184,Kutlu  Yusuf Arif
1185,Ulu  Sahin
1186,Tanik  Serhat
1187,Ozgiray  Erkin
1188,Karadenizli  Aynur
1189,Scandella  Jean-Louis
1190,Ozturk  Candan
1191,Aydin  Reha
1192,Tanrrikulu  Abdullah Cetin
1193,Cayabatmaz  Muhammed
1194,Calapoglu  Tugba
1195,Baskurt  Sercan
1196,Aydogdu  Sultan D.
1197,Panayarct  Erdal
1198,Erkec  Ozlem Ergul
1199,Irik  Hasan Ali
1200,Tekin  Deniz
1201,Nielsen  Rasmus
1202,Karabay  Oguz
1203,Dagli  Emine
1204,Shah  Tahir
1205,Cirak  Iffet
1206,Teres  Ersin
1207,Ozcicek  Fatih
1208,Saglam  Esra
1209,Sahin  Cahit
1210,Soylu  Hanifi
1211,Yuezbasioglu  Fatih
1212,Oguz  Emin O.
1213,Oncu  Semiral
1214,Bolaman  Zahit
1215,Bosnak  Vuslat Kecik
1216,Albayrak-Kaymak  Deniz
1217,Yelisyeyeva  Olha
1218,Sezigen  Sermet
1219,Das  Satyabrata
1220,Saruhan  Ercan
1221,Inan  Ibrahim
1222,Saeys  Yvan
1223,Surmelioglu  Derya
1224,Demirkiran  Nizamettin
1225,Guclu  Derya
1226,Altundag  Muzaffer Bedri
1227,Baylancicek  Serdar
1228,Bruns  Heinz-D
1229,Eraslan  Defne
1230,Celik  Asuman
1231,Bodur  Harika
1232,Uyaroglu  Yilmaz
1233,Andersson  Ida
1234,Huraibat  Ahmad
1235,Hanedan  Bulent
1236,Demirustu  Canan
1237,Hempel  Maja
1238,Kuvvetli  Adnan
1239,Sen  Fatma
1240,Onal  Binnur
1241,Kalyanaraman  Shivkumar
1242,Gorgulu  Sertac
1243,Colak  Fatih
1244,Kiran  Emine Bilge
1245,Erturk  Cemil
1246,Sayla  Funda Cakmak
1247,Ozdes  Emel Kurtoglu
1248,Celikbilek  Mehmet
1249,Kockar  Feray
1250,Dobruch  Jakub
1251,Reinhardt  Lars
1252,Aydin  Ekrem
1253,Temel  Hamdi
1254,Namli  Mustafa
1255,Guldane  Nezahat
1256,Uncu  Haydar
1257,Gulkesen  Arif
1258,Yuzer  Burak
1259,Kanik  Esra Toprak
1260,Akcayir  Murat
1261,Sahin  Nilfer
1262,Erkmen  Firat
1263,Karakus  Yasin
1264,Munoz  Eduardo
1265,Aral  Ali
1266,Karamercan  Mehmet Akif
1267,Ozcelik  Fatih
1268,Canatan  Halit
1269,Alpay  Faruk
1270,Dede  Gulay
1271,Gungor  Bulent
1272,Oener  Ahmet Faik
1273,Tilki  Metin
1274,Kinikli  Gulay
1275,Keles  Osman Nuri
1276,Kozak  Hasan Huseyin
1277,Sener  Yagmur
1278,Stuessy  Carol
1279,Coban  Necip F.
1280,Zhang  Fuzhen
1281,Chinnasamy  Thiruppathiraja
1282,Dundar  Nesrin
1283,Arikan  Mehmet Fettah
1284,Ozden  Sevgi
1285,Gurel  Metin
1286,Demir  Korcan
1287,Baran  Masallah
1288,Uzkeser  Hulya
1289,Turkish Meningitis Surveillance
1290,Yasa  Ihsan
1291,Korf  Benedikt
1292,Aksoy  Semsi Mustafa
1293,Burulday  Veysel
1294,Ugurlu  S.
1295,Ozer  Sibel
1296,Keklikci  Kenan
1297,Erkut  Bilgehan
1298,Haciseyitoglu  Demet
1299,Kumlutas  Yusuf
1300,Rudd  Christopher D.
1301,Calli  Ismail
1302,Girisgin  Sadik
1303,Onaran  Metin
1304,Kadanali  Sedat
1305,Gore  Mehmet Erhan
1306,Seyrek  Adnan
1307,Artas  Gokhan
1308,Fourquet  Alain
1309,Hattatoglu  Fatih
1310,Akyuz  Mufit
1311,Atagun  Akin Osman
1312,Guenes  Nedim
1313,Akbal  Ayla
1314,Makay  Ozer
1315,Kayacan  Ramazan
1316,Sosuncu  Enver
1317,Dogan  Ugur
1318,Kathuria  Manoj K.
1319,Kurt Karakus  Perihan Binnur
1320,Oguzhan  Oguz
1321,Rahman  Ali
1322,Koc  Emine
1323,Erdem  Kemalettin
1324,Shads  Hazoor Ahmad
1325,Zincirkeser  Sabri
1326,Erdogan  Yildirim
1327,Sonmezisik  Serdar
1328,Davarci  Isil
1329,Celikkollu  Mustafa
1330,Degertekin  Muzaffer
1331,Yanik  Mehmet E.
1332,Selamet  Omer F.
1333,Nurullahoglu-Atalik  Kismet Esra
1334,Fehm  Tanja
1335,Vayisoglu  Yusuf
1336,Kucukatay  Vural
1337,Kabakus  Nimet
1338,Karadeniz  Gulistan
1339,Ucar  Ilyas
1340,Ibrisim  Erdogan
1341,Gokalp  Mehmet Faysal
1342,Ekinci  Cenap
1343,Ozdemir  Mesut
1344,Chorpita  Bruce F.
1345,Sengul  Tayfun
1346,Kocaman  Umit
1347,Vijayan  Dipti
1348,Dulger  Hikmet Ergin
1349,Cetinkaya  Umut
1350,Tastan  Bekir
1351,Ozdemir  Niyazi
1352,Genc  Ezgi
1353,Karlik  Bekir
1354,Altinisik  H. Betul
1355,Erduran  Erol
1356,Tokay  Esra
1357,Ozturk  Oguz
1358,De Smet  Barbara
1359,Eren  Ali
1360,Uygur  Ilyas
1361,Malkoc  Muzaffer
1362,Bayram  Abdullah
1363,Cetin  Orkun
1364,Dizdar  Mustafa Goekhan
1365,Dogan  Ayse L.
1366,Yilboga  Halis
1367,Patkavak  Mert
1368,Ansari  Kutubuddin
1369,Ayhan  Emre
1370,Bagci  Sait
1371,Koz  Oemer
1372,Cam  Ertugrul
1373,Halbac-Cotoara-Zamfir  Rares
1374,Yildirim  N. Zeynep
1375,Dizdas  Tugberk Nail
1376,Hatip-Al-Khatib  Izzettin
1377,Kimiloglu  Elife
1378,Koseoglu  Handan
1379,Zor  Ceren
1380,Iscanli  M. Dogan
1381,Kurt  Yurdagul
1382,Toker  Hulya
1383,Saldir  Mehmet
1384,Ross  Michael G.
1385,Catli  Abdullah Ugur
1386,Eskicorapci  Saadettin Yilmaz
1387,Sahin  Nur
1388,Bahadir  Ayse
1389,Savk  Ekin
1390,Ozgenc  Funda
1391,Guersci  Servet
1392,Yegul  Ibrahim
1393,Acanski  Jelena
1394,Surucu  Gulseren
1395,Sengelen  Meltem
1396,Irken  Guelersu
1397,Ulman  Burak
1398,Duran  Esra Akdeniz
1399,Akin  Safak
1400,Dogan  Emel Kilit
1401,Ozyurek  Eser S.
1402,Lee  D.
1403,Dumanoglu  Yetkin
1404,Yalcin  Mahmut
1405,Sahiner  Levent
1406,Temizel  Mustafa
1407,Cuhadar  Mehmet
1408,Acikalin  Ayca
1409,Perry  Andrew J.
1410,Sogut  Ozgur
1411,Lazard  Zawaunyka
1412,Sevimay  C. Sirri
1413,Gulgun  Mehmet Ali
1414,Shorthouse  Joseph D.
1415,Celayir  Fatih Mehmet
1416,Bagci  Hakki
1417,Keskin  Ebru Yilmaz
1418,Demir  Fikri
1419,Turker  Ali Rehber
1420,Erten  Turgay
1421,Cosgun  Said
1422,Oezyurt  Birsen
1423,Booth  Claire
1424,Cartilli  Onder
1425,Aluclu  Ufuk
1426,Koksal  Tulin
1427,Takci  Zennure
1428,Krishnamurthy  Vikram
1429,Gungunes  Askin
1430,Kaya  Turan
1431,Guler  Ismail
1432,Akoglu  Emel
1433,Tasal  Abdurrahman
1434,Ozdemir  Caner
1435,Yildiz  Ece
1436,Dogan  Haldun
1437,Mao  Zhangming
1438,Borazan  Eyup
1439,Nebioglu  Melike
1440,Kaban  Guezin
1441,Korkut  Ali Yildirim
1442,Sigva  Hasan Ozgur
1443,Barbosa  Izabela G.
1444,Degirmenci  Husnu
1445,Kurt  Ayse Ruhkar
1446,Bell  Richard W.
1447,Wang  Bo
1448,Harmsen  Dag
1449,Ozgen  Burce
1450,Yazici  Cenk Murat
1451,Tasdemir  Tamer
1452,Imamoglu  Hakan
1453,Sharma  Jyoti
1454,Erol  Ilknur
1455,Irtegun  Sevgi
1456,Celet-Ozden  Burcu
1457,Tufan  H. Ali
1458,Sarac  Elif Tuba
1459,Kaymakoglu  Sabahattin
1460,Kal  Betul Ilhan
1461,Cukurcahoglu  Aynur
1462,Capar  Nejat
1463,Sezgi  Cengizhan
1464,Cankaya  Ozkan Semih
1465,Yilmaz  S. Gulden
1466,Soylak  Mustafa
1467,Safak  Alp A.
1468,Polat  Veli
1469,Telci  Emine Aslan
1470,Cevher  Ezgi
1471,Yegen  Cumhur
1472,de Silva  Tania
1473,Mete  Mesut
1474,Icme  Ferhat
1475,Koroglu  Kale
1476,Gul  Kubra
1477,Ozol  Duygu
1478,Deniz  Secil
1479,Yilmaz  Oguz
1480,Colak  Uner
1481,Gunes  Kubra
1482,Aybek  Ali
1483,Rosario  Armando
1484,Kop  Aysun
1485,Morikawa  Hiromasa
1486,Wheeler  Patrick W.
1487,Yesilot  Sukriye
1488,Colakoglu  Salih
1489,Kale  Ilhami Taner
1490,Niedzielski  Bethany M.
1491,Mutlu  Reyhan
1492,Tsiouri  Mantha
1493,Kiroglu  Ahmet Faruk
1494,Doorduin  Jonne
1495,Gunabalan  R.
1496,Malkoc  Ismail
1497,Okur  Mehmet Hanifi
1498,Kurt  Muhammed B.
1499,Kurt  Hulyam
1500,Ekwall  Karl
1501,Kurtoglu  Selim
1502,Yener  Nazik
1503,Onat  Altan
1504,Kursun  Umit
1505,Gurkan  Mehmet Fuat
1506,Yilmaz  Sabri
1507,Demir  Ibrahim
1508,Keven  Sema
1509,Rossjohn  Jamie
1510,Dogu  Mehmet Hilmi
1511,Mir-Babayev  Rahim
1512,Toncer  Ozlem
1513,Tuncel  Oezguer K.
1514,Clevers  Hans C.
1515,Aydin  Mehtap
1516,Pollok  Kilian
1517,Topcuoglu  N.
1518,Yuca  Hafize
1519,Ozkan  Yusuf
1520,Zatloukalova  Martina
1521,Kalkan  Merve Ercan
1522,Erol  Mehmet Muharrem
1523,Turan  Turgay
1524,Yenici  Fedai
1525,Soyer  Ayla
1526,Tzartos  Socrates
1527,Sahin  Levent
1528,Cenesiz  Yucel
1529,Kurtulgan  Hande Kucuk
1530,Ort  Abdulkadir
1531,Ozcan  Ugur
1532,Yarman  Siddik Binboga
1533,Kuecuekislamoglu  Mustafa
1534,Kaplan  Aydin
1535,Yener  Serkan
1536,Komez  Sure
1537,Timur  Suna
1538,Sarvari  Mostafa
1539,Alacaci  Cengiz
1540,Sulcuk  Gamze S.
1541,Tamera  Cengaver
1542,Irmak  Ilim
1543,Yilmaz  Erdal
1544,Bilgic  Ayhan
1545,Ozturk  Dilek Aslan
1546,Oksuz  Ahmet
1547,Cevrioglu  Arif Serhan
1548,Bengisu  Hale
1549,Karabacak  Ercan
1550,Yasar  Umit
1551,Okan  Ismail
1552,Kaya  Murat
1553,Yuksek  Nazmi
1554,Sayarfloglu  Hayriye
1555,Birtas  Elif
1556,Ohkura  Naganari
1557,Caglar  Aysel
1558,Soker  Sevda
1559,Huguet  Rodrigo Barreto
1560,Altuntas  Atila
1561,Ergin  Ali
1562,Basaran  Ali C.
1563,Arslan  Yunus Ziya
1564,Ugurlu  Mahmut
1565,Kekec  Leyla
1566,Fadiloglu  Cicek
1567,Bekcibasi  Muhammed
1568,Sener  Izzet
1569,Sendur  Mehmet A.
1570,Bor  Yasemin
1571,Yardimci  Samet
1572,Buechler  Dieter
1573,Levendoglu  Funda
1574,Kandaz  Mehmet
1575,Steuten  Lotte M. G.
1576,Bueyuekkoyuncu  Nlluefer
1577,Rim  Ken
1578,Uzmay  Can
1579,Dag  Ali
1580,Machiels  Barbie
1581,Kayan  Fethullah
1582,Aldas  Mersin Kemal
1583,Bayoglu  Vedat
1584,Araz  Omer
1585,Sari  Yasin Dursun
1586,Demirpence  Zehra
1587,Kilic  Eser
1588,Burakgazi  Gulen
1589,Guler  Bugra
1590,Ozmen  Ulku
1591,Ozyilmaz  Emin
1592,Kara  Ali F.
1593,Aisa  Damiano
1594,Gok  Nuray
1595,Ozturk  Caner
1596,Koysal  Yavuz
1597,Koroglu  Sedat
1598,Celik  Ayhan
1599,Erten  Sebahattin
1600,Kursun  Ali
1601,Cam  Nese
1602,Ching  Reagan
1603,Uysal  Mehtap
1604,Gundogan  Tugba
1605,Yalinkilinc  Hande Sultan
1606,Ercisli  Sezai
1607,Hobbs  Renee
1608,Lemineur  Gerald
1609,Zhang  Xiao-Dong
1610,Renlund  Dale G.
1611,Oezcakar  Levent
1612,Bas  Gokhan
1613,Ulgen  Ahmet
1614,Can  Gunay
1615,Yucel  Habil
1616,Demirer  Goksel N.
1617,Dilmac  Bulent
1618,Ulusoy  Bulent
1619,Sadighzade  Zahra
1620,Karacor  Mevlut
1621,Kircelli  Fuat
1622,Ozbek  Suleyman
1623,Karakurt  Lokman
1624,Canpolat  Fuat Emre
1625,Serdar  Muhittin A.
1626,Akturk  Semra
1627,Yuksel  Enver
1628,Aglarci  Cahide
1629,Oruc  Cem
1630,Kepekci  Muge
1631,Gecer  Melin Ozgun
1632,Durat  Mesut
1633,Memis  Cagdas Oyku
1634,Coskun  Enes
1635,Arslan  Evren
1636,Gurbuz  Sevgi Zubeyde
1637,Oguz  Fatih
1638,Yulaf  Yasemin
1639,Ates  Alpaslan
1640,Berghausen  Eva
1641,Vorobiof  Gabriel
1642,Kilic  Metin
1643,Erbas  Fulya
1644,Tengiz  Istemilian
1645,Sahin  Barbaros
1646,Kilic  Rasit
1647,Doldur-Balli  Fusun
1648,Cengiz  Nurettin
1649,Unlu  Metin
1650,Colbay  Mehmet
1651,Ciftci  Bulent
1652,Zwiers  Peter J.
1653,Comak  Emre
1654,Yilmaz  Ibrahim
1655,Kisli  Erol
1656,Ugurlu  Kenan
1657,Atalay  Huseyin
1658,Ayar  Erol
1659,Gurses  Dolunay
1660,Cetisli  Bayram
1661,Goktekin  Omer
1662,Topak  Nevin
1663,Balam  Tekin
1664,Sattari  Saeid
1665,Dai  Alper I.
1666,Celikbilek  Asuman
1667,Onay  Oezge Suermeli
1668,Stem  Jeffrey
1669,Akbas  Sabahattin
1670,Atalay  Ayfer
1671,Berberoglugil  Munip
1672,Esen  Bahar Artim
1673,Hussein  Dilbi
1674,Milkovic  Lidija
1675,Toraman  Ayse
1676,Altay  Safak
1677,Calik  Elif
1678,Gurcan  Saban
1679,Sengez  Busra
1680,Terzioglu  Salih
1681,Sahin  Ismail
1682,Ucar  Suat
1683,Duman  Levent
1684,Akkaya  Muzaffer
1685,Comertoglu  Ismail
1686,Ozek  M. Memet
1687,Bildik  Aysegul
1688,Alci  Musa
1689,Colak  Sabri
1690,Gulumser  Ozlem
1691,Aras  Riza Emre
1692,Arici  Aydin
1693,Okdem  Selcuk
1694,Ojo  Olorunfemi
1695,Atimtay  Ergin
1696,Bilgic  Nilufer
1697,Buyukoglan  Hakan
1698,Diren  H. Baris
1699,Baysal  Ozgur
1700,Ozgulcu  Senay
1701,Zengin  Suat
1702,Yulug  Esin
1703,Altintepe  Lutfullah
1704,Hekimoglu  Muge
1705,Rowe  Arthur J.
1706,Acikel  Sadik
1707,Demirci  Nizamettin
1708,Koruk  Senem
1709,Beskardes  Elif
1710,Gumus  Metehan
1711,Uguz  Selman
1712,Kusgoz  Adem
1713,Koroglu  Mustafa
1714,Uysal  Devran
1715,Yurtseven  Sabri
1716,Tugcu  Handan H.
1717,Bayram  Recep
1718,Demirkiran  Oktay
1719,Ozcelik  Muge
1720,Turkay  Sadi
1721,Acikgoz  Sereften
1722,Edizsoy  Akay
1723,Karaaga  Mustafa
1724,Karaman  Kerem
1725,Runco  Mark A.
1726,Cicekcioglu  Ferit
1727,Tuetuen  Ufuk
1728,Barlan  Isil
1729,Kharnesee  Mir Behrad
1730,Sendur  Omer Faruk
1731,Kurklu  Gokhan
1732,Haznedar  Ayhan
1733,Bulut  Melek
1734,Baltaci  Volkan
1735,Korkmaz  Baris
1736,Shani  Giorgio
1737,Sonmez  Erdem Onder
1738,Dogru  Salim
1739,Orken  Dilek Necioglu
1740,Tosun  Ismail
1741,Kuruoglu  Nuri
1742,Baltaci  Abdulkerim Kasim
1743,Calis  Ihsan
1744,Eren  Tanju
1745,Karabulut  Erdem
1746,YJlmaz  Neslihan
1747,Altintas  Hakan
1748,Keskin  Fatih
1749,Sari  Ibrahim
1750,Toker  Zuhal
1751,Ozkan  Fatih
1752,Polat  Haci
1753,Guglielmelli  Paola
1754,Kucuksille  Ecir U.
1755,Aygar  Muhittin
1756,Cebeci  Zubeyir
1757,Kurtoglu  Ilker Zeki
1758,Gezer  Mehmet Can
1759,Birant  Derya
1760,Celik  Cem
1761,Tavli  Lema
1762,Isik  Yahya
1763,Bozkurt  Nurgul
1764,Donmez  Yeliz Bozdemir
1765,Papapetropoulos  Andreas
1766,Altun  Celalettin
1767,Cevikbas  Cem
1768,Turkozu  Tulin
1769,Aslan  Ummuhan Bas
1770,Sayin  Levent
1771,Gozen  A. Bdurrahim
1772,Guven  Ayla
1773,Mollamahmutoglu  Leyla
1774,Hocoglu  Zeynep I.
1775,Karaoglu  Ahmet Salih
1776,Sendur  Neslihan
1777,Perk  Peren
1778,Hakkari  Fidan
1779,Ermek  Erhan
1780,Tonbul  Halil Zeki
1781,Hakki  Sema Sezen
1782,Tahberer  Emre
1783,Karakas  Omer
1784,Duran  Arif
1785,Yilmaz  Nurbengu
1786,Batyrahev  Talantbek
1787,Akcay  Ali
1788,Altunkaynak  Berrin Zuhal
1789,Unal  Birsen
1790,Kilic  Sevilay
1791,Yazgan  Serpil
1792,Durmaz  Gul
1793,Isik  Nejat
1794,Gul  Ismail
1795,Seker  Kamil Gokhan
1796,Taskin  Necdet
1797,Colak  Ali
1798,Turan  Bunyamin Cuneyt
1799,Con  Ahmet Hilmi
1800,Garcia  Alberto
1801,Acikgoz-Harsit  Canan
1802,Simsek  Hakan
1803,Ceylan  Davut
1804,Acar  Hasan
1805,Odabas  Esin
1806,Simon  Christophe
1807,Eroglu  Tamer
1808,Guillemin  Francis
1809,Kalender  Mehmet E.
1810,Gluschenkov  Oleg
1811,Cicek  Bahattin
1812,Demirsoy  Huseyin
1813,Baysoy  Gokhan
1814,Sipahioglu  Nurver Turfaner
1815,Ozbay  Oguz
1816,Sumanth  John J.
1817,Sarikaya  Badegul
1818,Ozkan  Keramettin Ugur
1819,Killi  Fatih
1820,Bayram  Umit
1821,Wajid  Kinza
1822,Yaman  Ferda
1823,Veal  Elizabeth A.
1824,Zumrutdal  Mehmet Emin
1825,Ozcalik  Hasan Riza
1826,Yilmaz  Baris
1827,Sahin  Didem
1828,Kinter  Michael
1829,Ho  Judy
1830,Yilmaz  Meltem
1831,Yildiz  Mevlut
1832,Onal  Aysegul Yakar
1833,Cetin  Hayrullah
1834,Aldemir  Mustafa
1835,Eren  E. Deniz
1836,Yuce  Ugur Nedim
1837,Tuncer  Yalcin
1838,Boyaci  Ahmet
1839,Mancini  Emilia
1840,Shukla  Deepak
1841,Cheng  Shi-Bo
1842,Ozer  Yetkin
1843,Cullu  Nesat
1844,Ak  Kibar
1845,Saifullah  K.
1846,Kahilogullari  Gokmen
1847,Kaymaz  Haci
1848,Akcakaya  Necla
1849,Emre  Sulcru
1850,Topcuoglu  Hueseyin Sinan
1851,Madan  Anita
1852,Kaya  Mine
1853,Nane  Isme
1854,Erdogan  Ibrahim Y.
1855,Afsar  Baris
1856,Brankovic-Magic  Mira
1857,Yagmur  Julide
1858,Turkoglu  Ibrahim
1859,Inan  Gulsah
1860,Beken  Colpan Polat
1861,Gezgin  Man
1862,Kaynak  Firat
1863,Ozgen  Mustafa
1864,Tian  Liping
1865,Erdogan  Mujgan O.
1866,Karali  Elif
1867,Okur  Hamit
1868,Konca  Capan
1869,Yenice  Mustafa Gurkan
1870,Akdede  Sacit Hadi
1871,Ozmen  Ozlem
1872,Kostek  Osman
1873,Gaygisiz  Ummugulsun
1874,Vahapoglu  Fatih
1875,Yilmaz  H. Ramazan
1876,Gumus  Hatice
1877,Ustek  Duran
1878,Pandev  Rumen
1879,Ozisik  Pinar
1880,Yuksekkaya  Mehmet
1881,Baltayiannis  Gerassimos
1882,Gurses  Iclal
1883,Karaagac  Bagdagul
1884,Okten  Hatice Eser
1885,Su  Suekrue
1886,Akdeniz  Necmettin
1887,Berman  Peter
1888,Elhan  Alaittin
1889,Demirbag  Deniz Dilan
1890,Appelbaum  Peter C.
1891,Utku  Ufuk
1892,Celik  Cetin
1893,Khoo  Larry T.
1894,Catak  Saron
1895,Ayas  Ramazan
1896,Dubois  Philippe
1897,Cebeci  Gonca
1898,Anar  Ceyda
1899,Sencan  Irfan
1900,Ocek  Tugba
1901,Adanur  Sueleyman
1902,Karaaslan  Kazim
1903,Camoglu  Gokhan
1904,Korkmaz  Muhammet Furkan
1905,Aydin  Adem
1906,Demir  Serap
1907,Nishizaki  Kazunori
1908,Mesci  B. Levent
1909,Carti  Ozgur
1910,Can  Ismail
1911,Ekmekci  Perihan
1912,Seker  Taner
1913,Kir  Gulay
1914,Akkus  Omer
1915,Tekeli  Ahmet
1916,Tarim  Elif
1917,Cakaloglu  Yilmaz
1918,Baran  Mehmet
1919,Colak  Sait
1920,Kelen  Mustafa
1921,Gonul  Omer
1922,Es  Huseyin
1923,Turunc  Tuba
1924,Elbi  Hayriye
1925,Benouareth  Djamel Eddine
1926,van Son  Willem J.
1927,Tasdemir  Deniz
1928,Hahn  Andreas
1929,Pleger  Sven T.
1930,Sevinc  Mehmet Koray
1931,Hamur  Hikmet
1932,Ozbek  Hilal
1933,Fidan  Tulin
1934,Tandogan  Safai
1935,Celik  Onder
1936,Bulut  Fatih
1937,Mancas  Matei
1938,Kurekci  A. Emin
1939,Divakaran  Ajay
1940,Elma  Ertugrul
1941,Hizar  Esra
1942,Van Breusegem  Frank
1943,Dulger  Ahmet C.
1944,Ustaalioglu  Basak Bala
1945,Sonmez  Akif
1946,Zorlu  Faruk
1947,Yenice  Engin
1948,Nuccio  Scott R.
1949,Erkocoglu  Mustafa
1950,Altun  Yasar
1951,Yuregir  Ozge O.
1952,Harding  Stephen E.
1953,Turkmen  Hafize Ozturk
1954,Yildrim  Sahin
1955,Del Mar  Chris
1956,Topal  Yusuf
1957,Yuksel  Fahrettin
1958,Yardimci  Figen
1959,Yavas  Ozlem
1960,Genc  Elmas Pekdas
1961,Ata  Alper
1962,Gul  Mehmet
1963,Yabanli  Murat
1964,Yazici  Canan
1965,Unur  Erdogan
1966,Gumus  Eyup
1967,Turkeri  Levent N.
1968,Ok  Nuri
1969,Uyanik  M. Hamidullah
1970,Ozer  Orhan
1971,Shimizu  Takashi
1972,Alp  Cemile Kedici
1973,Ozer  Samet
1974,Atalay  Canan
1975,Coskun  Selcuk
1976,Yagci  Baki
1977,Gueler  Serdar
1978,Simsek  Ilkay
1979,Sahar  Esra Atalay
1980,Izci  Filiz
1981,Senol  Hande
1982,Ahmed  Nasr
1983,Kocak  AslihanYonca
1984,Var  Ahmet
1985,Kayir  Selcuk
1986,Ataymen  Meryem
1987,Gill  John C.
1988,Alkaya  Filiz Solmaz
1989,Savran-Karadeniz  Meltem
1990,Kocabas  Ramazan
1991,Zararsiz  Ismail
1992,Emre  Yilmaz
1993,Erguven  H. Gulcin
1994,Gul  Ulker
1995,Bilgen  Osman
1996,Tatar  Ilkan
1997,Kocak  Guelay
1998,van Meer  Hans
1999,Joss  Shelagh K.
2000,Yildirim  Mehmet Bayram
2001,Taken  Kerem
2002,Jalilzadeh  Shapour
2003,Guengoer  Mehmet
2004,Karbaschi  Mahsa
2005,Cayci  Muhammet Kasim
2006,Eroglu  Tuncay
2007,Lan  Fei
2008,Ruskovska  Tatjana
2009,Ak  Recep
2010,Ozgur  Servet
2011,Kara  Cuneyt O.
2012,Sahin  Kemal E.
2013,Maral  Senem
